05/09/2017 12:12:00,186.710943855,-23.7946349388
05/09/2017 12:12:02,186.710943855,-23.7946349388
05/09/2017 12:12:04,186.873115841,-23.7317587456
05/09/2017 12:12:05,186.873115841,-23.7317587456
05/09/2017 12:12:06,188.973574508,-20.3310036115
05/09/2017 12:12:06,188.973574508,-20.3310036115
05/09/2017 12:12:06,188.973574508,-20.3310036115
05/09/2017 12:12:06,188.973574508,-20.3310036115
05/09/2017 12:12:07,188.973574508,-20.3310036115
05/09/2017 12:12:33,188.973574508,-20.3310036115
05/09/2017 12:12:34,188.973574508,-20.3310036115
05/09/2017 12:12:35,188.973574508,-20.3310036115
05/09/2017 12:12:37,188.973574508,-20.3310036115
05/09/2017 12:12:37,188.973574508,-20.3310036115
05/09/2017 12:12:37,188.973574508,-20.3310036115
05/09/2017 12:12:37,188.973574508,-20.3310036115
05/09/2017 12:12:38,188.973574508,-20.3310036115
05/09/2017 12:12:38,188.973574508,-20.3310036115
05/09/2017 12:12:38,188.973574508,-20.3310036115
05/09/2017 12:12:39,188.973574508,-20.3310036115
05/09/2017 12:12:39,188.973574508,-20.3310036115
05/09/2017 12:12:39,188.973574508,-20.3310036115
05/09/2017 12:12:40,188.973574508,-20.3310036115
05/09/2017 12:12:40,188.973574508,-20.3310036115
05/09/2017 12:12:40,188.973574508,-20.3310036115
05/09/2017 12:12:41,188.973574508,-20.3310036115
05/09/2017 12:14:33,182.801249728,-29.1608057898
05/09/2017 12:14:34,182.386464264,-29.6919691115
