05/13/2017 10:02:48,289.0,14.0
05/13/2017 10:03:09,382.0,30.0
05/13/2017 10:03:28,356.212169434,0.222827230011
05/13/2017 10:04:04,359.502769048,-16.6739731395
05/13/2017 10:04:07,359.248847634,-16.7964405824
05/13/2017 10:04:10,359.162446098,-17.0938957154
05/13/2017 10:04:13,358.558106623,-15.7375165276
05/13/2017 10:04:16,357.566804239,-15.8331397228
05/13/2017 10:04:25,358.782035114,-16.7978504449
05/13/2017 10:04:28,362.715293664,-16.4429663315
05/13/2017 10:04:31,365.014701107,-16.4510807902
05/13/2017 10:04:37,371.655011204,-16.2824990745
05/13/2017 10:04:40,374.144230348,-16.2453845718
05/13/2017 10:04:43,377.550696097,-15.9141517998
05/13/2017 10:04:46,380.080077345,-15.1228294751
05/13/2017 10:04:49,382.602295888,-14.5470185044
05/13/2017 10:04:52,384.695811042,-13.8801016918
05/13/2017 10:04:55,386.535718042,-12.7668451944
05/13/2017 10:04:59,388.520868435,-11.5753980272
05/13/2017 10:05:02,390.560416539,-10.7640041995
05/13/2017 10:05:05,392.300657284,-10.2661501898
05/13/2017 10:05:08,393.830815974,-9.85765563889
05/13/2017 10:05:11,392.813909515,-9.70508865562
05/13/2017 10:05:14,390.611326594,-9.46270678875
05/13/2017 10:05:17,387.975470055,-9.11346835145
05/13/2017 10:05:20,385.949263693,-8.68351214132
05/13/2017 10:05:23,383.436572707,-8.46126122318
05/13/2017 10:05:26,379.749121956,-8.1115317512
05/13/2017 10:05:29,377.106238952,-7.85428377072
05/13/2017 10:05:32,374.317027756,-7.80311024019
05/13/2017 10:05:35,371.383428304,-7.69798660836
05/13/2017 10:05:38,368.654533119,-7.49221542884
05/13/2017 10:05:41,365.61501891,-7.50981738744
05/13/2017 10:05:44,362.320768409,-7.64716526433
05/13/2017 10:05:47,358.995493979,-7.58401184227
05/13/2017 10:05:50,355.823045459,-7.26584071713
05/13/2017 10:05:53,352.787680742,-7.32240772787
05/13/2017 10:05:56,349.234696872,-7.2503732645
05/13/2017 10:05:59,345.940131578,-7.11101743699
05/13/2017 10:06:02,343.423943375,-6.28951221345
05/13/2017 10:06:05,345.815654476,-5.81075897199
05/13/2017 10:06:08,348.361817137,-5.37628288951
05/13/2017 10:06:11,351.166307246,-4.96901321891
05/13/2017 10:06:14,354.20824239,-4.74409043046
05/13/2017 10:06:18,357.09070905,-4.58759155837
05/13/2017 10:06:21,360.142628347,-4.18771919037
05/13/2017 10:06:24,363.507999502,-3.80629121467
05/13/2017 10:06:27,366.820522502,-3.51098173101
05/13/2017 10:06:30,370.297335946,-3.48019536808
05/13/2017 10:06:33,373.123094732,-3.17547596868
05/13/2017 10:06:36,376.085441282,-2.90502880317
05/13/2017 10:06:39,378.936357208,-2.8654519464
05/13/2017 10:06:42,381.642347071,-2.72266544201
05/13/2017 10:06:45,384.303287006,-2.71267882111
05/13/2017 10:06:54,392.877681262,-2.69761145084
05/13/2017 10:06:57,393.322301302,-2.52196336183
05/13/2017 10:07:00,392.662760858,-2.4124842623
05/13/2017 10:07:03,390.934345773,-2.07295716557
05/13/2017 10:07:06,388.929151729,-2.19443440931
05/13/2017 10:07:09,387.46596121,-2.51897647426
05/13/2017 10:07:12,386.719035517,-2.6079440279
05/13/2017 10:07:15,386.758413782,-2.92799275669
05/13/2017 10:07:18,385.296858853,-3.01699835072
05/13/2017 10:07:21,381.913240454,-2.77605231154
05/13/2017 10:07:24,378.673482426,-2.79923146503
05/13/2017 10:07:27,375.775316975,-2.75748535549
05/13/2017 10:07:30,373.248428262,-2.83315268687
05/13/2017 10:07:33,373.388700717,-3.13836494088
05/13/2017 10:07:37,375.806680267,-2.70399758556
05/13/2017 10:07:40,379.178512406,-1.6962355734
05/13/2017 10:07:43,383.106855395,-1.4171379113
05/13/2017 10:07:46,387.594770566,-2.96036514359
05/13/2017 10:07:49,392.422636646,-5.1677794403
05/13/2017 10:07:52,397.647887062,-7.95195870065
05/13/2017 10:07:58,412.760343856,-10.0999371394
05/13/2017 10:08:01,418.183585334,-11.9580169882
