05/09/2017 14:08:47,Iridium,20:8:20,45.6625167,-111.0451,4938.97637793,195.211732079,-0.455860381805,0.0392152734691
05/09/2017 14:09:11,Iridium,20:8:50,45.6624833,-111.0451,4927.16535431,193.907362206,-5.22140694956,0.0429873334525
05/09/2017 14:09:33,Iridium,20:9:20,45.6625,-111.04505,4941.60104985,189.163512316,0.695328135643,0.0402131957045
05/09/2017 14:10:01,Iridium,20:9:51,45.6625,-111.0450833,4943.2414698,192.76222879,1.39052017162,0.0407146021666
05/09/2017 14:10:32,Iridium,20:10:20,45.6624833,-111.0450833,4948.16272964,192.209400819,3.34914528236,0.0425884316783
05/09/2017 14:11:01,Iridium,20:10:49,45.6624833,-111.0450833,4933.39895011,192.209400819,-2.70945986008,0.0425632759639
05/09/2017 14:11:25,Iridium,20:11:19,45.6624833,-111.0450833,4953.74015746,192.209400819,5.62582827442,0.0427214698812
05/09/2017 14:12:00,Iridium,20:11:49,45.6625,-111.0450833,4939.30446192,192.76222879,-0.298426629823,0.0407031645816
05/09/2017 14:12:28,Iridium,20:12:19,45.6625,-111.0451,4945.86614171,194.530961796,2.49656535308,0.0410478035825
05/09/2017 14:12:55,Iridium,20:12:51,45.6624833,-111.0450833,4942.25721783,192.209400819,0.9271055307,0.0425212602565
05/09/2017 14:13:26,Iridium,20:13:20,45.6625,-111.0451,4951.44356953,194.530961796,4.86164055527,0.0411569143287
